longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-124.14,40.79,38,1552,290,873,194,5.72608,153900
-124.15,40.78,41,2127,358,911,317,6.65931,156300
-124.16,40.78,46,1975,346,791,291,10.64,147240
-124.16,40.79,46,3042,597,1206,386,5.4951,163080
-124.15,40.79,37,2692,488,1263,324,6.94968,155520
-124.14,40.78,35,2426,423,982,393,10.2657,185600
-124.14,40.77,27,3046,605,1407,439,8.45147,159360
-124.15,40.76,24,2858,511,1388,394,8.775,150900
-124.15,40.78,36,2112,374,829,307,7.81632,171000
-124.11,40.81,23,959,212,425,135,7.15008,172980
-124.13,40.78,34,2142,420,1056,273,5.69727,130350
-124.13,40.8,31,2152,462,1259,420,6.29384,145980
-124.13,40.79,29,2474,453,1130,356,6.91992,166000
-124.13,40.79,32,2017,359,855,288,10.39157,148480
-124.06,40.86,34,4183,,1891,515,9.34264,196200
-124.05,40.85,31,2414,428,1005,334,7.0312,271700
-124.08,40.86,18,1287,484,805,386,2.34297,225000
-124.09,40.86,25,1322,387,794,292,3.40518,142500
-124.09,40.87,44,692,206,398,176,3.00976,131250
-124.07,40.87,47,1765,326,796,278,6.19864,198400
-124.08,40.87,29,1710,469,990,425,2.41059,151650
-124.09,40.88,50,921,187,420,134,4.4376,179860
-124.07,40.87,31,334,134,780,118,1.61364,244960
-124.15,40.88,33,2235,506,1165,441,3.795,97750
-124.1,40.88,35,2987,578,1581,418,4.95768,121650
-124.09,40.88,31,1982,495,1052,425,3.37172,140790
-124.09,40.88,26,2683,555,1353,526,6.32346,147780
-124.1,40.9,18,4032,798,1948,705,6.28383,175940
-124.23,40.81,52,1112,209,544,172,7.69626,91440
-124.06,40.88,12,2087,424,1603,337,6.93009,237150
-124.08,40.91,13,2522,719,1381,523,3.66674,149720
-124.08,41.36,29,1029,239,509,151,5.24056,100480
-124.06,41.13,22,3263,799,1384,385,7.16532,179100
-124.14,41.06,32,1020,215,421,180,6.64576,258120
-124.1,41.04,26,1633,380,890,264,4.93525,186010
-124.16,41.02,23,1672,385,1060,355,4.99698,113250
-124.08,40.99,18,3297,662,1554,525,7.24869,211470
-124.16,40.95,20,1075,214,529,178,9.4218,172800
-124.11,40.95,19,1734,365,866,311,6.216,130720
-124.09,40.95,18,2250,484,1248,472,6.21432,179280
-124.11,40.93,25,2392,474,1298,419,9.82128,139840
-124.11,40.93,17,1661,329,948,298,7.73892,135300
-124.08,40.94,18,1550,345,941,305,4.6294,140200
-124.09,40.92,12,2497,491,1153,330,6.48186,253800
-124.05,40.94,14,1452,217,516,121,12.58225,331200
-124.1,40.95,17,1485,345,823,263,5.6979,133280
-124.07,40.81,23,2103,411,1019,387,6.87953,203490
-124.1,40.73,33,644,129,334,110,11.50111,223600
-124.17,40.74,17,2026,338,873,261,8.47497,219130
-124.14,40.72,18,2581,499,1375,419,8.24934,180900
-124.14,40.67,23,580,117,320,73,10.5135,195900
-124.19,40.73,21,5694,1056,2907,972,7.77986,153170
-124.21,40.75,32,1218,331,620,268,4.79312,104580
-124.27,40.69,36,2349,528,1194,358,7.30191,126400
-124.18,40.62,35,952,178,480,119,6.1072,192600
-124.17,40.62,32,1595,309,706,277,8.6874,172800
-124.13,40.62,43,2131,399,910,324,6.70904,165780
-124.16,40.6,39,1322,283,642,265,5.88456,144670
-124.15,40.59,39,1186,238,539,177,5.02512,119400
-124.14,40.6,27,1148,206,521,199,8.4525,217770
-124.14,40.59,22,1665,405,826,294,4.53125,133600
-124.14,40.59,17,2985,610,1544,584,6.3162,153600
-124.26,40.58,52,2217,394,907,369,4.7142,178240
-124.23,40.54,52,2694,453,1152,363,8.62568,202730
-124.35,40.54,52,1820,300,806,270,6.0294,141900
-124.25,40.28,32,1430,419,434,170,4.27174,114150
-124.08,40.06,17,1319,267,393,148,6.825,257640
-118.55,33.99,39,2603,456,928,373,22.14688,750001.5
-118.25,33.79,32,1205,340,1799,370,5.4625,204800
-118.24,33.8,28,636,169,788,102,9.76347,236340
-118.23,33.8,26,239,135,165,80,3.19992,356250
-118.26,33.78,27,1672,491,1723,355,5.31908,314100
-118.25,33.79,34,1349,371,1716,271,6.51432,220960
-118.25,33.79,38,1730,460,1724,353,7.37316,225600
-118.25,33.79,39,981,286,1183,229,4.03368,279600
-118.26,33.78,21,2188,706,2265,652,5.17998,329400
-118.23,33.78,20,59,24,69,21,5.37348,525000
-118.26,33.78,35,1239,473,1524,387,4.40076,232050
-118.25,33.78,32,296,139,511,89,3.32212,309570
-118.24,33.78,24,574,173,784,108,6.3,289370
-118.26,33.78,36,2191,739,2931,629,6.3933,277270
-118.26,33.77,36,886,253,809,219,7.3635,311980
-118.27,33.77,26,2272,694,2567,541,5.58992,286140
-118.27,33.77,39,1731,485,2115,398,4.30332,211950
-118.27,33.76,46,22,11,32,7,6.5625,180000
-118.28,33.75,41,1305,381,1384,264,5.39,336240
-118.28,33.75,18,393,189,429,134,4.04646,375000
-118.28,33.74,40,1751,512,1939,387,4.00244,320000
-118.28,33.75,21,2442,719,1916,587,3.6828,333280
-118.28,33.74,16,855,271,486,192,1.74593,630000
-118.3,33.74,47,2223,410,1163,275,9.38091,541600
-118.31,33.74,36,2464,472,1111,352,12.16998,665000
-118.31,33.74,22,5042,974,2260,850,9.56384,667280
-118.29,33.75,27,1650,443,1359,386,5.6749,307840
-118.29,33.75,37,1319,292,766,219,8.1093,328350
-118.29,33.74,29,1503,411,1368,260,4.93879,390600
-118.29,33.74,52,1438,472,1018,399,6.21264,613400
-118.29,33.74,41,1382,361,905,246,7.975,476600
-118.29,33.74,30,2074,533,1311,354,5.69212,406440
-118.29,33.73,43,1854,519,1151,324,7.21252,360000
-118.29,33.73,21,2492,711,1699,480,5.55932,387680
-118.29,33.73,30,2835,711,1669,435,9.41248,456450
-118.3,33.73,42,1731,,866,403,7.13726,383100
-118.3,33.74,23,3075,860,1584,672,8.22808,442850
-118.31,33.73,36,1725,295,799,204,14.75346,737000
-118.31,33.73,52,1665,280,656,256,11.5478,563040
-118.3,33.74,20,2625,673,1184,404,9.00841,513360
-118.3,33.73,47,2852,603,1130,509,8.8074,587800
-118.31,33.73,52,2025,361,957,303,11.77652,595000
-118.28,33.74,44,1853,556,2090,415,4.27432,471390
-118.28,33.73,39,2602,802,2178,670,5.32194,422100
-118.28,33.73,52,2085,588,1767,397,6.1418,486400
-118.28,33.73,45,2137,559,1550,481,5.17509,431680
-118.29,33.73,30,3161,,1865,514,6.51336,463400
-118.29,33.72,25,2469,584,1253,446,7.34436,463500
-118.3,33.72,28,2647,658,1459,541,9.99746,506800
-118.3,33.72,28,2510,583,1388,504,8.34925,428480
-118.3,33.73,40,2582,606,1304,588,8.20962,442240
-118.31,33.73,52,1642,287,692,222,11.28924,514400
-118.31,33.72,26,2711,508,1372,417,12.02079,620730
-118.33,33.69,41,2168,357,1171,288,12.74832,467850
-118.31,33.73,33,2265,366,986,259,12.54259,655680
-118.32,33.73,25,1099,168,407,122,23.0658,850001.7
-118.33,33.72,25,6191,1081,2297,1023,19.2738,804060
-118.29,33.71,36,3135,746,1815,465,10.90284,480000
-118.31,33.67,42,1297,246,611,202,14.86072,683230
-118.3,33.72,35,2790,,1167,368,17.36784,686850
-118.29,33.71,40,1644,471,780,320,6.83562,835740
-118.29,33.71,40,1933,475,902,375,12.75,632320
-118.29,33.71,31,2809,666,1316,487,10.48938,577220
-118.29,33.72,39,2651,590,1103,339,7.8576,406880
-118.29,33.72,21,1568,452,801,325,7.0218,450000
-118.28,33.68,8,2842,522,1624,364,10.06614,517500
-118.21,33.83,38,793,193,601,156,6.92088,334590
-118.17,33.83,45,2019,363,880,308,8.2046,412870
-118.18,33.84,35,1415,294,591,194,8.64142,536520
-118.19,33.84,44,2731,577,1396,505,10.02504,350560
-118.19,33.84,24,1228,320,537,273,5.4,384000
-118.19,33.85,30,3533,1061,2678,1033,4.93174,288610
-118.19,33.85,49,1073,260,725,181,7.98546,254490
-118.19,33.85,45,1167,302,773,221,7.87152,225450
-118.2,33.84,35,3405,779,1953,516,7.78764,254720
-118.2,33.83,35,3737,613,1305,448,14.4192,980600
-118.19,33.83,43,2641,411,1011,342,18.05104,843980
-118.19,33.83,42,1773,360,815,299,9.8,690710
-118.17,33.83,45,1808,315,800,275,9.7386,472090
-118.17,33.83,46,1362,214,531,202,10.78125,551950
-118.18,33.83,44,1497,277,542,196,13.51404,482700
-118.18,33.83,45,1535,274,591,251,10.17864,594720
-118.18,33.83,39,3622,745,1330,648,8.28125,765900
-118.18,33.84,43,2561,544,1063,488,9.204,837200
-118.17,33.82,50,3587,693,1513,651,12.12332,453960
-118.17,33.82,52,2539,497,1152,488,11.16558,482760
-118.18,33.83,52,2569,484,1030,322,8.67321,509960
-118.18,33.82,52,2618,472,943,440,9.0948,381000
-118.18,33.82,43,284,65,167,49,8.925,394250
-118.19,33.83,30,2246,552,1032,548,7.89162,624780
-118.19,33.82,19,2953,895,1914,855,8.16983,464000
-118.2,33.82,21,2251,452,913,280,9.66882,489960
-118.2,33.82,43,1758,347,954,208,15.7818,397800
-118.19,33.82,11,872,203,422,147,13.9092,281340
-118.19,33.81,21,1835,427,1038,274,11.58534,357300
-118.2,33.81,43,3013,574,1525,481,9.9,329800
-118.2,33.82,34,2807,768,2217,572,7.2858,389120
-118.19,33.81,23,954,390,804,287,5.94159,362600
-118.2,33.81,45,944,178,533,129,10.4424,413800
-118.2,33.81,46,1388,254,742,172,12.54366,424200
-118.2,33.81,47,2347,437,1219,382,12.21208,398810
-118.21,33.82,34,1719,398,1444,266,7.1095,264670
-118.21,33.81,43,905,199,764,157,7.30708,243300
-118.21,33.81,40,1815,428,1807,275,8.02932,321400
-118.21,33.82,33,1278,311,1157,320,8.7635,278920
-118.22,33.82,30,1680,469,1779,429,7.2172,248710
-118.21,33.82,45,455,92,394,64,10.90364,265120
-118.21,33.82,43,1005,199,723,147,13.0272,325000
-118.22,33.82,17,5357,1332,3030,844,5.02086,207150
-118.21,33.81,45,1693,337,1255,238,9.23075,239550
-118.21,33.81,45,1816,398,1524,259,11.18994,268430
-118.22,33.81,38,1486,359,1345,296,7.47736,251260
-118.22,33.81,41,726,166,602,166,8.71355,313800
-118.21,33.8,45,1160,274,1095,269,6.28084,278000
-118.21,33.8,41,1251,279,1053,214,7.21116,301600
-118.22,33.8,36,1285,347,1291,306,8.67284,282780
-118.22,33.8,33,1984,477,1764,367,10.075,247650
-118.22,33.79,28,3008,629,2537,426,4.6,206250
-118.21,33.79,39,1598,458,1691,333,6.6094,241060
-118.21,33.79,32,2020,613,2557,562,4.92131,276070
-118.21,33.8,44,1387,280,984,201,9.35,271890
-118.19,33.8,38,2010,595,1535,525,5.55744,304760
-118.19,33.79,29,3497,1096,2994,919,4.70834,275000
-118.2,33.79,47,767,195,569,130,6.78822,296320
-118.2,33.79,48,2105,592,1807,359,6.79575,361760
-118.2,33.79,47,2549,626,1388,433,9.0405,366130
-118.2,33.8,52,1786,445,1090,391,7.247,389800
-118.19,33.8,41,2125,591,1604,505,6.88689,362140
-118.2,33.8,42,4577,1146,2749,995,6.00288,335750
-118.2,33.8,45,2456,495,1300,450,9.55008,336320
-118.2,33.8,52,1009,216,614,231,11.22072,321280
-118.18,33.8,42,2301,621,2114,561,4.52738,265400
-118.19,33.8,36,2326,729,2635,548,4.61685,212700
-118.18,33.79,42,1571,435,1631,298,3.76832,256000
-118.19,33.79,41,2114,612,2357,441,5.3814,270940
-118.19,33.79,43,1823,600,2339,560,3.52632,222020
-118.18,33.8,30,2734,758,2951,532,5.12981,211680
-118.17,33.79,36,948,303,1042,251,3.875,150000
-118.18,33.82,43,2210,469,1042,380,7.7,411730
-118.18,33.81,27,471,132,315,64,4.55,231300
-118.16,33.8,9,3564,835,1530,576,11.39732,280000
-118.16,33.79,25,5463,1265,3010,786,9.3757,378290
-118.17,33.8,26,1589,380,883,333,9.18138,300000
-118.18,33.8,15,2407,589,1591,337,7.01799,266580
-118.15,33.8,44,1886,399,1167,338,7.13966,329700
-118.13,33.79,29,2937,524,1132,406,11.53325,750001.5
-118.13,33.78,31,3039,739,1199,465,10.42496,1000002
-118.13,33.79,36,1245,211,508,158,16.0323,817020
-118.13,33.79,44,2153,375,947,260,10.51512,425160
-118.13,33.79,45,2317,448,1057,306,11.375,469600
-118.14,33.79,45,1519,263,681,243,9.75492,361250
-118.13,33.79,20,6678,1797,3625,1142,10.56048,412930
-118.14,33.8,43,2506,531,1230,543,6.8422,305850
-118.15,33.79,5,3700,993,1657,707,8.32172,392600
-118.14,33.79,23,2573,688,1478,403,7.31493,376920
-118.14,33.79,44,2388,619,1461,493,8.56197,387720
-118.14,33.78,44,2101,496,1038,385,6.216,370430
-118.15,33.79,25,4013,1097,2297,808,6.0906,278850
-118.15,33.78,17,1584,435,904,369,6.2625,362600
-118.16,33.78,14,1709,558,1939,433,4.75392,222560
-118.16,33.78,33,2048,585,2074,426,4.23276,274860
-118.16,33.79,25,3742,1180,3916,759,7.2,292030
-118.16,33.79,26,3061,844,2135,641,5.75,246000
-118.17,33.79,32,2171,672,3002,463,5.7,279400
-118.17,33.79,30,1349,519,2646,460,4.8295,185440
-118.18,33.78,36,1697,550,1379,310,3.05904,194550
-118.18,33.79,27,1580,510,1896,345,5.45022,221000
-118.17,33.79,28,1219,408,1816,316,3.69369,189280
-118.18,33.79,20,1255,360,1201,318,3.53974,292500
-118.19,33.78,29,1170,369,1398,266,4.95946,234450
-118.19,33.79,37,1834,551,1967,317,6.411,240540
-118.19,33.79,30,3107,994,3543,773,5.42836,255060
-118.19,33.78,24,225,72,439,47,7.98924,206250
-118.2,33.79,25,2851,968,3744,906,4.34175,233400
-118.21,33.79,33,32,18,96,24,9.1876,168750
-118.21,33.79,44,121,29,153,27,4.61244,225000
-118.22,33.79,48,143,41,222,36,3.57,197980
-118.23,33.76,21,49,14,29,12,15,148750
-118.19,33.78,21,2741,1029,2924,881,2.92028,350080
-118.19,33.78,35,1511,593,914,449,1.95678,300000
-118.2,33.78,46,1889,651,1545,419,4.266,332500
-118.2,33.78,48,1766,497,1908,388,4.17312,320720
-118.2,33.78,52,2662,893,3018,509,6.9915,325000
-118.19,33.77,35,1574,603,820,467,2.71062,261250
-118.2,33.77,40,2034,899,1257,569,3.216,210080
-118.2,33.77,24,2404,819,1566,579,4.37204,277020
-118.2,33.77,22,1118,437,1190,266,5.54316,215700
-118.2,33.77,52,1375,457,1089,317,5.80944,380000
-118.2,33.77,41,1158,396,1209,258,6.11886,206720
-118.2,33.77,42,517,233,995,141,6.675,170080
-118.18,33.77,45,1434,627,735,345,4.05,276250
-118.19,33.76,25,1442,392,632,350,11.65725,325000
-118.19,33.77,52,1562,616,692,341,3.512,320000
-118.18,33.77,39,1645,547,1339,416,4.03936,294500
-118.18,33.77,36,1833,688,1128,564,2.75592,168750
-118.19,33.77,21,2103,727,1064,548,4.0445,233750
-118.19,33.77,31,1711,691,1092,406,2.6785,255000
-118.18,33.78,20,1852,556,1712,463,2.913,228750
-118.18,33.78,17,1419,436,1300,300,4.36149,180000
-118.18,33.78,52,1180,381,1046,255,4.52487,308750
-118.19,33.78,31,1648,484,898,415,3.80256,325000
-118.19,33.78,8,992,393,694,221,5.61968,292500
-118.19,33.78,29,1013,392,1083,211,3.6876,292500
-118.19,33.78,42,1021,300,533,134,4.86972,332500
-118.17,33.78,29,2920,962,3580,702,5.2179,280400
-118.17,33.78,23,3768,1261,3940,998,4.71528,316540
-118.18,33.78,26,3042,1253,4812,815,4.60226,233920
-118.17,33.78,44,2364,746,3184,480,5.754,221250
-118.17,33.77,36,2933,881,2077,599,6.31064,271950
-118.17,33.77,45,2508,797,1340,480,6.16078,305760
-118.17,33.77,38,2239,721,984,489,6.3342,264960
-118.17,33.77,39,2953,878,1379,714,4.48938,360800
-118.17,33.77,12,4409,1401,3068,971,5.702,247520
-118.18,33.77,29,1776,606,1391,488,2.59785,220000
-118.18,33.77,30,1418,439,720,278,5.2742,302860
-118.17,33.77,37,1127,327,492,236,7.2225,410890
-118.18,33.74,30,5915,1750,2136,1366,8.60328,620000
-118.17,33.77,45,2151,643,1047,386,6.85278,328200
-118.17,33.77,45,2143,697,1004,495,6.33213,418000
-118.18,33.77,37,2653,754,1087,465,4.7046,650000
-118.18,33.77,41,2048,601,852,355,6.68876,329460
-118.18,33.77,49,2297,759,1105,524,5.5164,297500
-118.16,33.77,49,3382,787,1314,504,8.76875,687780
-118.17,33.74,36,2006,453,807,284,9.83788,750001.5
-118.16,33.77,30,4439,1105,1749,722,10.91552,581970
-118.15,33.77,39,2428,634,1312,408,5.71452,399450
-118.16,33.77,30,2800,757,1292,571,7.17964,408300
-118.16,33.77,38,3235,769,1284,684,6.46448,456150
-118.16,33.77,29,3078,786,1460,669,8.625,465000
-118.17,33.77,25,4405,1262,2178,779,7.62575,450000
-118.16,33.78,15,4798,1374,3087,1102,6.381,310270
-118.16,33.78,39,4075,1085,2470,854,5.59608,445000
-118.16,33.78,52,3248,853,1819,815,7.29997,334350
-118.16,33.78,29,3684,1301,3891,816,3.7301,341430
-118.15,33.78,13,3056,861,1600,634,8.58078,353260
-118.15,33.78,12,4436,1133,2176,1002,10.38548,297900
-118.15,33.78,35,2768,752,1277,592,10.49597,450000
-118.14,33.78,42,1898,488,940,439,8.86782,373280
-118.13,33.78,45,1016,172,361,163,20.25,825550
-118.14,33.77,49,2792,690,1301,540,6.91257,461100
-118.14,33.77,51,2812,621,1171,515,10.4625,582930
-118.15,33.77,52,2204,498,899,297,9.1883,748410
-118.15,33.77,41,3448,896,1621,698,10.35,577660
